,c1,sentiment_neg,sentiment_pos,sentiment_neu,sentiment_compound,sentiment
3575,"""shyamalan movies demand surrender way telling stories.",0.2,0.0,0.8,-0.128,negative
3576,"""the whole solemn concoction preposterous always fun way -- even 99 minutes' running time",0.078,0.199,0.723,0.4588,positive
3577,"""the screenplay mess",0.556,0.0,0.444,-0.3612,negative
3578,"""in hollywood summer otherwise dominated comic-book superheroes",0.0,0.0,1.0,0.0,neutral
3579,"""it's entertaining movie",0.0,0.592,0.408,0.4404,positive
3580,"""shyamalan's eager recycler",0.0,0.556,0.444,0.3612,positive
3581,"""the story essentially stops moving midway through. that's going occur",0.151,0.0,0.849,-0.1531,negative
3582,"""we care. matter live die",0.382,0.422,0.196,-0.1531,positive
3583,"""the plot absurdly preachy illogical",0.0,0.0,1.0,0.0,neutral
3584,"""executed bland remote fashion",0.0,0.0,1.0,0.0,neutral
3585,"""if shyamalan's ever going something different made something manic",0.0,0.0,1.0,0.0,neutral
3586,"""there's long tradition receiving messages burning bushes",0.0,0.0,1.0,0.0,neutral
3587,"""not complete return form (by far)",0.0,0.0,1.0,0.0,neutral
3588,one watch shyamalan's recent films twice. movie features wahlberg suggesting everyone try outrun wind barely watched once.,0.0,0.0,1.0,0.0,neutral
3589,"""the final explanation",0.0,0.0,1.0,0.0,neutral
3590,"""wahlberg turns one worst performances ever",0.451,0.0,0.549,-0.6249,negative
3591,"""a subtle",0.0,0.0,1.0,0.0,neutral
3592,"""it's creepy",0.0,0.0,1.0,0.0,neutral
3593,basically half-hour twilight zone episode blown feature length.,0.0,0.0,1.0,0.0,neutral
3594,"""nobody gets time treatment become character actually care",0.0,0.314,0.686,0.4939,positive
3595,mere actor could possibly escape toxic dialogue oozing m. night's pen -- that's merciless.,0.0,0.116,0.884,0.1779,positive
3596,downright stupid.,0.773,0.0,0.227,-0.5267,negative
3597,shock value wears quickly writer-director shyamalan strands us boring cautionary tale infantile eco-message humanity needing live harmony nature -- else.,0.188,0.196,0.615,0.0516,positive
3598,"""mr. shyamalan plagued bad case robin williams syndrome",0.333,0.0,0.667,-0.5423,negative
3599,"""if movie rescue reputation self-styled genius shyamalan disaster lady water",0.266,0.214,0.519,-0.2023,negative
3600,shyamalan's approach effective smash-and-grab plot-mongering. use landscape disturbingly effective. performances wahlberg deschanel bring quiet dignity characters.,0.136,0.368,0.496,0.6808,positive
3601,"""a comeback director",0.0,0.0,1.0,0.0,neutral
3602,"""...bad everyday",0.778,0.0,0.222,-0.5423,negative
3603,"""the film becomes less comprehensible goes along",0.0,0.0,1.0,0.0,neutral
3604,also bit sneaky shyamalan set us paranoid 9/11 thriller go greenpeace us. he's trying socially conscious reformist's temperament. temperament self-in,0.175,0.063,0.762,-0.3612,negative
3605,feel like watching end world end career.,0.0,0.294,0.706,0.3612,positive
3606,shyamalan wants rustling wind greenery evoke shudders happening gathering birds hitchcock's birds,0.0,0.0,1.0,0.0,neutral
3607,greatest excuse yet get anti-m. night petition started. last thing want future shyamalan films knowledge could done something sooner.,0.0,0.298,0.702,0.7003,positive
3608,shyamalan crafts somewhat chilling cautionary tale; might chilling little less cautious.,0.096,0.206,0.698,0.0681,positive
3609,"""m. night shyamalan morphed """"the next spielberg"""" punching bag critics audiences alike. happening reminds us why.""",0.128,0.0,0.872,-0.296,negative
3610,shyamalan's latest film first long time can't defend.,0.0,0.0,1.0,0.0,neutral
3611,"""if audiences looking thrill ride",0.0,0.385,0.615,0.3612,positive
3612,happening features effectively stylized physical environment: rarely clouds drifting overhead wind blowing trees sunny day filmed ominously.,0.0,0.275,0.725,0.6908,positive
3613,"""the happening film shockingly appalling writing",0.512,0.0,0.488,-0.4939,negative
3614,impressive thriller acknowledges mystery lies behind marvels terrors natural world.,0.311,0.495,0.194,0.4215,positive
3615,bad weird.,1.0,0.0,0.0,-0.6369,negative
3616,"""another disappointment",0.767,0.0,0.233,-0.5106,negative
3617,"""the movie bummer",0.565,0.0,0.435,-0.3818,negative
3618,"""a tantalising",0.0,0.0,1.0,0.0,neutral
3619,"""maybe shyamalan plugged worlds long. judging offer",0.0,0.0,1.0,0.0,neutral
3620,"""while hardly worst work",0.559,0.0,0.441,-0.5868,negative
3621,"""if seen trailers online t.v.",0.0,0.0,1.0,0.0,neutral
3622,another case elegant filmmaking kneecapped thunderingly stupid concept.,0.272,0.248,0.48,-0.0772,negative
3623,shyamalan's essentially made sociopathic movie.,0.0,0.0,1.0,0.0,neutral
3624,"""'the happening' may m. night shyamalan's best movie",0.0,0.375,0.625,0.6369,positive
3625,"""lacks scares",0.706,0.0,0.294,-0.34,negative
3626,"""it's clear creative director running fumes",0.115,0.573,0.312,0.6597,positive
3627,hell act iii?,0.697,0.0,0.303,-0.6808,negative
3628,"""while certainly ideas behind",0.0,0.444,0.556,0.34,positive
3629,happening suggests [shyamalan's] (con) artist's touch waning bit.,0.0,0.0,1.0,0.0,neutral
3630,"""on brighter note",0.0,0.565,0.435,0.3818,positive
3631,"""a creepy cautionary eco-thriller neither cautions thrills. instead full dread",0.39,0.0,0.61,-0.6261,negative
3632,"""shyamalan's direction always seems serious easy imagine may screwing draws laughs",0.196,0.374,0.429,0.5994,positive
3633,shyamalan wanted commit career suicide chosen likely vehicle laugh inducing 'thriller.',0.241,0.385,0.374,0.1779,positive
3634,"""what's annoying mediocre movie constantly males allusions much better pictures? know",0.185,0.199,0.616,0.0516,positive
3635,15-06-2008,0.0,0.0,1.0,0.0,neutral
3636,someday someone stop bankrolling shyamalan's dumb dreams keep kind tripe happening.,0.296,0.328,0.376,0.1531,positive
3637,"""... m. night desperately needs find special someone whose opinion he'll listen say",0.16,0.166,0.675,0.0258,positive
3638,"""the film manage build tension",0.365,0.0,0.635,-0.3182,negative
3639,"""'the happening' works early spurts",0.0,0.0,1.0,0.0,neutral
3640,works effective brutally horrifying antithesis usual explosive summer fare...,0.458,0.185,0.357,-0.6808,negative
3641,"""there's never ounce suspense",0.0,0.0,1.0,0.0,neutral
3642,find caught shyamalan's apocalyptic world time -- really bad dialogue acting would shake it.,0.474,0.0,0.526,-0.8718,negative
3643,"""a monster movie desperately seeking monster",0.342,0.0,0.658,-0.3818,negative
3644,"""it's engrossing one minute stupefying next",0.0,0.0,1.0,0.0,neutral
3645,"""for night",0.0,0.0,1.0,0.0,neutral
3646,true disaster display happening shyamalan's career hitting rock bottom.,0.295,0.201,0.504,-0.3182,negative
3647,"""it almost dares roll eyes laugh certain scenes supposed deadly serious.",0.087,0.38,0.533,0.6597,positive
3648,﻿all that's missing head alien plan 9 outer space dropping lecture populace disrespecting nature: 'your stupid minds! stupid! stupid!',0.47,0.0,0.53,-0.9228,negative
3649,"""'there forces work beyond understanding",0.0,0.0,1.0,0.0,neutral
3650,maybe shyamalan mean happening exciting dramatic: perhaps writer-director intended film exercise sucking life emotion fictional characters.,0.0,0.176,0.824,0.4939,positive
3651,"""a numbing polemical morality tale dreary doomsday thriller clothing",0.565,0.095,0.34,-0.7845,negative
3652,"""...a minor",0.0,0.0,1.0,0.0,neutral
3653,só podemos deduzir que próximo projeto de shyamalan será melhor que este fim dos tempos porque sabemos que ele (ou qualquer outro cineasta) dificilmente seria capaz de fazer algo pior.,0.0,0.0,1.0,0.0,neutral
3654,"""rather [the r-rating]being opportunity-opening device writer/director shyamalan pull toolbox",0.0,0.0,1.0,0.0,neutral
3655,nothing 'happening',0.0,0.0,1.0,0.0,neutral
3656,"""other ripe possibility mockery",0.434,0.0,0.566,-0.3182,negative
3657,"""when movie's best bit arrives closing credits",0.0,0.573,0.427,0.7717,positive
3658,"""only half good cinema",0.0,0.492,0.508,0.4404,positive
3659,better title m. night shyamalan's happening would nonsense. like amusement park ride reason -- meaning -- besides visceral excitation. difference happening fun.,0.083,0.428,0.489,0.8834,positive
3660,"""the slight premise",0.0,0.0,1.0,0.0,neutral
3661,"""for movie potential much global-warming electricity",0.0,0.0,1.0,0.0,neutral
3662,18-06-2008,0.0,0.0,1.0,0.0,neutral
3663,might perceived peaches cream entertainment value even everything else happening.,0.0,0.394,0.606,0.6369,positive
3664,"""...some nice creepy moments -- moments",0.0,0.359,0.641,0.4215,positive
3665,"""[n]owhere near level sixth sense",0.0,0.0,1.0,0.0,neutral
3666,20-06-2008,0.0,0.0,1.0,0.0,neutral
3667,"""it's hard believe one time shyamalan touted next steven spielberg newsweek magazine",0.206,0.0,0.794,-0.1531,negative
3668,20-06-2008,0.0,0.0,1.0,0.0,neutral
3669,i'm shaking head like caring teacher grading poor assignment written bright student.,0.235,0.422,0.343,0.5859,positive
3670,creepy moments overall happening bit non-event.,0.0,0.0,1.0,0.0,neutral
3671,"""whether like happening might well depend much like apocalyptic scenarios movies. love 'em",0.186,0.477,0.338,0.7096,positive
3672,"""this major studio release asks question",0.0,0.0,1.0,0.0,neutral
3673,holy mother god...this awful.,0.5,0.0,0.5,-0.4588,negative
3674,"""the happening awful letdown",0.5,0.0,0.5,-0.4588,negative
3675,"""un nuevo fiasco de m. night shyamalan",0.355,0.0,0.645,-0.5106,negative
3676,"""usually shyamalan hide limitations screenwriter behind skill director.",0.195,0.0,0.805,-0.1779,negative
3677,"""shyamalan creates another urban myth slow burning thriller. never quite comes life",0.0,0.259,0.741,0.3612,positive
3678,first film career feels incompetent utterly gratuitous times.,0.307,0.0,0.693,-0.4767,negative
3679,"""m. night shyamalan offers low-intensity thrills fail match shivery shudders best work (the sixth sense",0.158,0.302,0.541,0.4939,positive
3680,shyamalan's religious ideas lot like bush's: nearly theology free.,0.0,0.453,0.547,0.7003,positive
3681,"""the m. knight brilliance quick jolts suspense terror",0.256,0.293,0.451,0.128,positive
3682,"""shyamalan master visual iconic moment - """"filler"""" (you might learned english class name: """"story"""") gets weaker weaker every film.""",0.254,0.0,0.746,-0.7003,negative
3683,"""shyamalan's latest improvement",0.0,0.6,0.4,0.4588,positive
3684,"""it's great idea. silent",0.0,0.577,0.423,0.6249,positive
3685,"""[a]n astonishment",0.0,0.0,1.0,0.0,neutral
3686,"""while laughable narcissistic lady water",0.0,0.231,0.769,0.0516,positive
3687,undoubtedly m. night shyamalan's weakest thriller date...,0.34,0.144,0.515,-0.4404,negative
3688,"""more anything",0.0,0.0,1.0,0.0,neutral
3689,"""seeing happening like going outing earnest person",0.0,0.537,0.463,0.7003,positive
3690,shyamalan sve lo%u0161ije reagira na gubitak statusa holivudskog bo%u017eanstva,0.0,0.0,1.0,0.0,neutral
3691,shot inimitable shyamalan lugubriousness,0.0,0.0,1.0,0.0,neutral
3692,"""horror film long peril",0.762,0.0,0.238,-0.7506,negative
3693,"""at first",0.0,0.0,1.0,0.0,neutral
3694,"""wahlberg atrocious",0.0,0.0,1.0,0.0,neutral
3695,happening first hilariously awful film.,0.429,0.0,0.571,-0.4588,negative
3696,"""for reasons still unknown",0.0,0.0,1.0,0.0,neutral
3697,"""you feel conned cheap trick",0.231,0.0,0.769,-0.0516,negative
3698,"""one interesting movies year",0.0,0.474,0.526,0.4019,positive
3699,ultimately work -- scenes intended played straight become unintentionally funny due wahlberg's star turn gormless.,0.0,0.375,0.625,0.7351,positive
3700,"""you know pretty early what's likely causing """"the happening",0.0,0.286,0.714,0.4939,positive
3701,06-06-2019,0.0,0.0,1.0,0.0,neutral
3702,shyamalan idea stitch frayed fabric story escapes first minute. [full review spanish],0.0,0.12,0.88,0.128,positive
3703,even fervent m. night fan forced consider film one weakest efforts.,0.356,0.249,0.395,-0.4404,negative
3704,"""speculative pic gaul's answer shakespeare found inspiration involuntary gig giving nobleman acting lessons sumptuous",0.0,0.396,0.604,0.7351,positive
3705,"""tirard's risk-free approach life french comedy's reformer",0.0,0.0,1.0,0.0,neutral
3706,two scripters let imaginations soar show us moliere would act became character one plays met people productions--and works!,0.0,0.119,0.881,0.3164,positive
3707,"""the film begins serious note",0.245,0.0,0.755,-0.0772,negative
3708,tirard adds touch tragedy humor fully resonate summons spirit inspiration perhaps effectively director john madden rendered bard heat.,0.158,0.373,0.468,0.6077,positive
3709,silly film.,0.0,0.524,0.476,0.0258,positive
3710,"""all",0.0,0.0,1.0,0.0,neutral
3711,"""enjoyable",0.0,1.0,0.0,0.4404,positive
3712,"""it jolly",0.0,0.767,0.233,0.5106,positive
3713,"""while film rather talky long",0.0,0.0,1.0,0.0,neutral
3714,"""a bit curate's eggy",0.0,0.0,1.0,0.0,neutral
3715,"""it's impossible avoid comparison shakespeare love",0.212,0.404,0.385,0.4588,positive
3716,"""moliere exceptionally likeable period comedy",0.0,0.669,0.331,0.7233,positive
3717,"""just never judge book cover",0.0,0.0,1.0,0.0,neutral
3718,"""it's wonderfully witty film - très bien",0.0,0.394,0.606,0.5994,positive
3719,"""both glittering showcase literary giant's comic genius first-class farce right. turns funny",0.173,0.186,0.641,0.0516,positive
3720,"""when french period drama well",0.0,0.344,0.656,0.2732,positive
3721,"""this biopic",0.0,0.0,1.0,0.0,neutral
3722,"""using gap french playright's bio starting point",0.0,0.0,1.0,0.0,neutral
3723,"""romain duris may superb actor",0.0,0.506,0.494,0.6249,positive
3724,"""the film feels distinctly skinny",0.0,0.0,1.0,0.0,neutral
3725,"""a witty",0.0,0.0,1.0,0.0,neutral
3726,"""light touch overlong",0.0,0.0,1.0,0.0,neutral
3727,"""filmgoers",0.0,0.0,1.0,0.0,neutral
3728,"""the shakespeare love song remains",0.0,0.512,0.488,0.6369,positive
3729,satisfying film.,0.0,0.75,0.25,0.4588,positive
3730,"""this sort period movie -- would leave modern audience faces stone. yet film",0.091,0.0,0.909,-0.0516,negative
3731,especially endearing attempt budding subgenre.,0.0,0.0,1.0,0.0,neutral
3732,"""a funny",0.0,0.744,0.256,0.4404,positive
3733,"""duris",0.0,0.0,1.0,0.0,neutral
3734,laura morante proves one intelligent attractive actresses world.,0.0,0.496,0.504,0.7096,positive
3735,"""festooned oodles museum-worthy 17th century sets costumes",0.0,0.0,1.0,0.0,neutral
3736,"""molière much making patroness gestation artistic form",0.0,0.0,1.0,0.0,neutral
3737,"""what's missing",0.688,0.0,0.312,-0.296,negative
3738,"""a well-played ultimately superfluous assortment favorite moliere scenes strung together thread-thin plot emulates",0.0,0.2,0.8,0.4588,positive
3739,one year's best films date.,0.0,0.512,0.488,0.6369,positive
3740,period piece enlivened slapstick mischievous wit.,0.0,0.0,1.0,0.0,neutral
3741,movie crucible imagination none own.,0.0,0.0,1.0,0.0,neutral
3742,"""jean-baptiste poquelin",0.0,0.0,1.0,0.0,neutral
3743,"""the actors elevate might fluff genuinely moving tale",0.0,0.0,1.0,0.0,neutral
3744,"""it may brilliant act speculative history",0.0,0.565,0.435,0.6369,positive
3745,,0.0,0.0,0.0,0.0,neutral
3746,"""a sweet silly comedy reminiscent shakespeare love",0.0,0.783,0.217,0.8689,positive
3747,"""a conventional biopic would probably elide period",0.0,0.0,1.0,0.0,neutral
3748,"""molière restful diversion",0.0,0.556,0.444,0.3612,positive
3749,delightful romp intriguing story could cut 30 minutes missed beat.,0.285,0.252,0.464,0.128,negative
3750,laurent tirard gives us delightful witty costume piece might happened never-accounted-for months.,0.0,0.257,0.743,0.5859,positive
3751,tirard presents molière like 17th century woody allen - playwright yearns write drama forte farce.,0.148,0.137,0.714,-0.0516,negative
3752,blithe satisfying french confection.,0.0,0.722,0.278,0.6369,positive
3753,"""the two lead actors sight behold: romain duris (moliere)",0.0,0.0,1.0,0.0,neutral
3754,director co-writer laurent tirard's pleasant tame approach birth-of-a-major-world-dramatist portrait virtues.,0.0,0.42,0.58,0.7003,positive
